item_id,eval_type,dataset,human_label,judge_model,run_idx,judge_score
privacy_judge_0,continuous,privacy_judge,1.150943396226415,claude-3-5-haiku-20241022,0,1.0
privacy_judge_1,continuous,privacy_judge,1.0727272727272728,claude-3-5-haiku-20241022,0,1.0
privacy_judge_2,continuous,privacy_judge,2.4909090909090907,claude-3-5-haiku-20241022,0,3.0
privacy_judge_3,continuous,privacy_judge,2.2745098039215685,claude-3-5-haiku-20241022,0,2.0
privacy_judge_4,continuous,privacy_judge,1.492537313432836,claude-3-5-haiku-20241022,0,1.0
privacy_judge_5,continuous,privacy_judge,2.185185185185185,claude-3-5-haiku-20241022,0,1.0
privacy_judge_6,continuous,privacy_judge,2.814814814814815,claude-3-5-haiku-20241022,0,4.0
privacy_judge_7,continuous,privacy_judge,2.4705882352941178,claude-3-5-haiku-20241022,0,3.0
privacy_judge_8,continuous,privacy_judge,3.2264150943396226,claude-3-5-haiku-20241022,0,3.0
privacy_judge_9,continuous,privacy_judge,1.6538461538461537,claude-3-5-haiku-20241022,0,2.0
privacy_judge_10,continuous,privacy_judge,2.259259259259259,claude-3-5-haiku-20241022,0,3.0
privacy_judge_11,continuous,privacy_judge,3.0357142857142856,claude-3-5-haiku-20241022,0,3.0
privacy_judge_12,continuous,privacy_judge,1.7678571428571428,claude-3-5-haiku-20241022,0,2.0
privacy_judge_13,continuous,privacy_judge,1.4814814814814814,claude-3-5-haiku-20241022,0,2.0
privacy_judge_14,continuous,privacy_judge,1.56,claude-3-5-haiku-20241022,0,1.0
privacy_judge_15,continuous,privacy_judge,1.9056603773584906,claude-3-5-haiku-20241022,0,2.0
privacy_judge_16,continuous,privacy_judge,2.259259259259259,claude-3-5-haiku-20241022,0,2.0
privacy_judge_17,continuous,privacy_judge,1.509433962264151,claude-3-5-haiku-20241022,0,1.0
privacy_judge_18,continuous,privacy_judge,1.8113207547169812,claude-3-5-haiku-20241022,0,2.0
privacy_judge_19,continuous,privacy_judge,1.8269230769230769,claude-3-5-haiku-20241022,0,2.0
privacy_judge_20,continuous,privacy_judge,2.7547169811320753,claude-3-5-haiku-20241022,0,3.0
privacy_judge_21,continuous,privacy_judge,1.88135593220339,claude-3-5-haiku-20241022,0,1.0
privacy_judge_22,continuous,privacy_judge,2.1272727272727274,claude-3-5-haiku-20241022,0,1.0
privacy_judge_23,continuous,privacy_judge,2.6037735849056602,claude-3-5-haiku-20241022,0,3.0
privacy_judge_24,continuous,privacy_judge,1.7777777777777777,claude-3-5-haiku-20241022,0,2.0
privacy_judge_25,continuous,privacy_judge,1.6666666666666667,claude-3-5-haiku-20241022,0,2.0
privacy_judge_26,continuous,privacy_judge,3.576923076923077,claude-3-5-haiku-20241022,0,3.0
privacy_judge_27,continuous,privacy_judge,2.9074074074074074,claude-3-5-haiku-20241022,0,4.0
privacy_judge_28,continuous,privacy_judge,3.849056603773585,claude-3-5-haiku-20241022,0,5.0
privacy_judge_29,continuous,privacy_judge,2.69811320754717,claude-3-5-haiku-20241022,0,3.0
privacy_judge_30,continuous,privacy_judge,3.5925925925925926,claude-3-5-haiku-20241022,0,4.0
privacy_judge_31,continuous,privacy_judge,1.6727272727272726,claude-3-5-haiku-20241022,0,2.0
privacy_judge_32,continuous,privacy_judge,2.2363636363636363,claude-3-5-haiku-20241022,0,2.0
privacy_judge_33,continuous,privacy_judge,2.111111111111111,claude-3-5-haiku-20241022,0,2.0
privacy_judge_34,continuous,privacy_judge,2.2452830188679247,claude-3-5-haiku-20241022,0,4.0
privacy_judge_35,continuous,privacy_judge,2.9056603773584904,claude-3-5-haiku-20241022,0,4.0
privacy_judge_36,continuous,privacy_judge,1.5740740740740742,claude-3-5-haiku-20241022,0,1.0
privacy_judge_37,continuous,privacy_judge,3.660377358490566,claude-3-5-haiku-20241022,0,4.0
privacy_judge_38,continuous,privacy_judge,2.719298245614035,claude-3-5-haiku-20241022,0,3.0
privacy_judge_39,continuous,privacy_judge,1.1111111111111112,claude-3-5-haiku-20241022,0,1.0
privacy_judge_40,continuous,privacy_judge,1.509090909090909,claude-3-5-haiku-20241022,0,1.0
privacy_judge_41,continuous,privacy_judge,2.6037735849056602,claude-3-5-haiku-20241022,0,3.0
privacy_judge_42,continuous,privacy_judge,3.5396825396825395,claude-3-5-haiku-20241022,0,4.0
privacy_judge_43,continuous,privacy_judge,1.3962264150943395,claude-3-5-haiku-20241022,0,1.0
privacy_judge_44,continuous,privacy_judge,1.709090909090909,claude-3-5-haiku-20241022,0,2.0
privacy_judge_45,continuous,privacy_judge,2.981132075471698,claude-3-5-haiku-20241022,0,4.0
privacy_judge_46,continuous,privacy_judge,3.462962962962963,claude-3-5-haiku-20241022,0,4.0
privacy_judge_47,continuous,privacy_judge,2.7169811320754715,claude-3-5-haiku-20241022,0,3.0
privacy_judge_48,continuous,privacy_judge,1.9259259259259258,claude-3-5-haiku-20241022,0,2.0
privacy_judge_49,continuous,privacy_judge,2.7358490566037736,claude-3-5-haiku-20241022,0,4.0
privacy_judge_50,continuous,privacy_judge,2.296875,claude-3-5-haiku-20241022,0,3.0
privacy_judge_51,continuous,privacy_judge,2.0576923076923075,claude-3-5-haiku-20241022,0,4.0
privacy_judge_52,continuous,privacy_judge,2.305084745762712,claude-3-5-haiku-20241022,0,4.0
privacy_judge_53,continuous,privacy_judge,3.5090909090909093,claude-3-5-haiku-20241022,0,4.0
privacy_judge_54,continuous,privacy_judge,3.1296296296296298,claude-3-5-haiku-20241022,0,4.0
privacy_judge_55,continuous,privacy_judge,3.1343283582089554,claude-3-5-haiku-20241022,0,4.0
privacy_judge_56,continuous,privacy_judge,3.1320754716981134,claude-3-5-haiku-20241022,0,5.0
privacy_judge_57,continuous,privacy_judge,2.5,claude-3-5-haiku-20241022,0,4.0
privacy_judge_58,continuous,privacy_judge,3.14,claude-3-5-haiku-20241022,0,4.0
privacy_judge_59,continuous,privacy_judge,3.5185185185185186,claude-3-5-haiku-20241022,0,5.0
privacy_judge_60,continuous,privacy_judge,3.5283018867924527,claude-3-5-haiku-20241022,0,5.0
privacy_judge_61,continuous,privacy_judge,3.96,claude-3-5-haiku-20241022,0,5.0
privacy_judge_62,continuous,privacy_judge,2.769230769230769,claude-3-5-haiku-20241022,0,4.0
privacy_judge_63,continuous,privacy_judge,3.452830188679245,claude-3-5-haiku-20241022,0,5.0
privacy_judge_64,continuous,privacy_judge,3.642857142857143,claude-3-5-haiku-20241022,0,5.0
privacy_judge_65,continuous,privacy_judge,3.7884615384615383,claude-3-5-haiku-20241022,0,5.0
privacy_judge_66,continuous,privacy_judge,3.215686274509804,claude-3-5-haiku-20241022,0,5.0
privacy_judge_67,continuous,privacy_judge,3.3846153846153846,claude-3-5-haiku-20241022,0,5.0
privacy_judge_68,continuous,privacy_judge,3.037037037037037,claude-3-5-haiku-20241022,0,4.0
privacy_judge_69,continuous,privacy_judge,2.5454545454545454,claude-3-5-haiku-20241022,0,4.0
privacy_judge_70,continuous,privacy_judge,3.547169811320755,claude-3-5-haiku-20241022,0,5.0
privacy_judge_71,continuous,privacy_judge,3.169811320754717,claude-3-5-haiku-20241022,0,5.0
privacy_judge_72,continuous,privacy_judge,3.5555555555555554,claude-3-5-haiku-20241022,0,5.0
privacy_judge_73,continuous,privacy_judge,3.7735849056603774,claude-3-5-haiku-20241022,0,5.0
privacy_judge_74,continuous,privacy_judge,3.9056603773584904,claude-3-5-haiku-20241022,0,5.0
privacy_judge_75,continuous,privacy_judge,2.69811320754717,claude-3-5-haiku-20241022,0,3.0
privacy_judge_76,continuous,privacy_judge,1.8148148148148149,claude-3-5-haiku-20241022,0,3.0
privacy_judge_77,continuous,privacy_judge,3.262295081967213,claude-3-5-haiku-20241022,0,4.0
privacy_judge_78,continuous,privacy_judge,2.1296296296296298,claude-3-5-haiku-20241022,0,3.0
privacy_judge_79,continuous,privacy_judge,2.5555555555555554,claude-3-5-haiku-20241022,0,4.0
privacy_judge_80,continuous,privacy_judge,3.1153846153846154,claude-3-5-haiku-20241022,0,3.0
privacy_judge_81,continuous,privacy_judge,2.5961538461538463,claude-3-5-haiku-20241022,0,3.0
privacy_judge_82,continuous,privacy_judge,3.0,claude-3-5-haiku-20241022,0,4.0
privacy_judge_83,continuous,privacy_judge,2.1346153846153846,claude-3-5-haiku-20241022,0,2.0
privacy_judge_84,continuous,privacy_judge,2.980769230769231,claude-3-5-haiku-20241022,0,5.0
privacy_judge_85,continuous,privacy_judge,3.169811320754717,claude-3-5-haiku-20241022,0,3.0
privacy_judge_86,continuous,privacy_judge,2.759259259259259,claude-3-5-haiku-20241022,0,3.0
privacy_judge_87,continuous,privacy_judge,2.2264150943396226,claude-3-5-haiku-20241022,0,3.0
privacy_judge_88,continuous,privacy_judge,3.5636363636363635,claude-3-5-haiku-20241022,0,5.0
privacy_judge_89,continuous,privacy_judge,1.8870967741935485,claude-3-5-haiku-20241022,0,2.0
privacy_judge_90,continuous,privacy_judge,1.9807692307692308,claude-3-5-haiku-20241022,0,2.0
privacy_judge_91,continuous,privacy_judge,2.087719298245614,claude-3-5-haiku-20241022,0,2.0
privacy_judge_92,continuous,privacy_judge,2.2222222222222223,claude-3-5-haiku-20241022,0,3.0
privacy_judge_93,continuous,privacy_judge,3.0185185185185186,claude-3-5-haiku-20241022,0,4.0
privacy_judge_94,continuous,privacy_judge,3.150943396226415,claude-3-5-haiku-20241022,0,4.0
privacy_judge_95,continuous,privacy_judge,3.056603773584906,claude-3-5-haiku-20241022,0,4.0
privacy_judge_96,continuous,privacy_judge,1.4727272727272727,claude-3-5-haiku-20241022,0,2.0
privacy_judge_97,continuous,privacy_judge,2.9074074074074074,claude-3-5-haiku-20241022,0,3.0
privacy_judge_98,continuous,privacy_judge,4.115384615384615,claude-3-5-haiku-20241022,0,5.0
privacy_judge_99,continuous,privacy_judge,1.5660377358490567,claude-3-5-haiku-20241022,0,1.0
privacy_judge_100,continuous,privacy_judge,1.4444444444444444,claude-3-5-haiku-20241022,0,1.0
privacy_judge_101,continuous,privacy_judge,1.588235294117647,claude-3-5-haiku-20241022,0,1.0
privacy_judge_102,continuous,privacy_judge,1.6181818181818182,claude-3-5-haiku-20241022,0,1.0
privacy_judge_103,continuous,privacy_judge,1.8,claude-3-5-haiku-20241022,0,2.0
privacy_judge_104,continuous,privacy_judge,1.375,claude-3-5-haiku-20241022,0,2.0
privacy_judge_105,continuous,privacy_judge,1.4528301886792452,claude-3-5-haiku-20241022,0,1.0
privacy_judge_106,continuous,privacy_judge,1.3773584905660377,claude-3-5-haiku-20241022,0,1.0
privacy_judge_107,continuous,privacy_judge,1.368421052631579,claude-3-5-haiku-20241022,0,1.0
privacy_judge_108,continuous,privacy_judge,2.018867924528302,claude-3-5-haiku-20241022,0,3.0
privacy_judge_109,continuous,privacy_judge,1.25,claude-3-5-haiku-20241022,0,1.0
privacy_judge_110,continuous,privacy_judge,1.4259259259259258,claude-3-5-haiku-20241022,0,1.0
privacy_judge_111,continuous,privacy_judge,1.588235294117647,claude-3-5-haiku-20241022,0,1.0
privacy_judge_112,continuous,privacy_judge,1.037037037037037,claude-3-5-haiku-20241022,0,1.0
privacy_judge_113,continuous,privacy_judge,1.1132075471698113,claude-3-5-haiku-20241022,0,1.0
privacy_judge_114,continuous,privacy_judge,1.4074074074074074,claude-3-5-haiku-20241022,0,1.0
privacy_judge_115,continuous,privacy_judge,1.0925925925925926,claude-3-5-haiku-20241022,0,1.0
privacy_judge_116,continuous,privacy_judge,1.3137254901960784,claude-3-5-haiku-20241022,0,1.0
privacy_judge_117,continuous,privacy_judge,1.4363636363636363,claude-3-5-haiku-20241022,0,2.0
privacy_judge_118,continuous,privacy_judge,1.320754716981132,claude-3-5-haiku-20241022,0,1.0
privacy_judge_119,continuous,privacy_judge,1.2115384615384615,claude-3-5-haiku-20241022,0,1.0
privacy_judge_120,continuous,privacy_judge,1.7592592592592593,claude-3-5-haiku-20241022,0,3.0
privacy_judge_121,continuous,privacy_judge,1.2592592592592593,claude-3-5-haiku-20241022,0,1.0
privacy_judge_122,continuous,privacy_judge,1.537313432835821,claude-3-5-haiku-20241022,0,3.0
privacy_judge_123,continuous,privacy_judge,1.5849056603773586,claude-3-5-haiku-20241022,0,2.0
privacy_judge_124,continuous,privacy_judge,1.6923076923076923,claude-3-5-haiku-20241022,0,2.0
privacy_judge_125,continuous,privacy_judge,1.1153846153846154,claude-3-5-haiku-20241022,0,1.0
privacy_judge_126,continuous,privacy_judge,1.0943396226415094,claude-3-5-haiku-20241022,0,1.0
privacy_judge_127,continuous,privacy_judge,1.2,claude-3-5-haiku-20241022,0,1.0
